Time_sec,Load_kN,EXT TR 25_mm,EXT TR 12.5_mm,Displacement_mm,SP-Actuator #01_mm,SV-Actuator #01_,CY-Actuator #01_,
37.860,5.115,26.325,0.000,0.909,-21.695,-21.695,0.000
37.994,5.134,26.325,0.000,0.913,-21.692,-21.692,0.000
38.127,5.152,26.325,0.000,0.916,-21.689,-21.689,0.000
38.260,5.170,26.325,0.000,0.920,-21.685,-21.685,0.000
38.393,5.189,26.325,0.000,0.923,-21.682,-21.682,0.000
38.527,5.208,26.325,0.000,0.926,-21.679,-21.679,0.000
38.660,5.226,26.325,0.000,0.930,-21.675,-21.675,0.000
38.793,5.244,26.325,0.000,0.933,-21.672,-21.672,0.000
38.927,5.263,26.325,0.000,0.936,-21.669,-21.669,0.000
39.060,5.281,26.325,0.000,0.940,-21.665,-21.665,0.000
39.193,5.301,26.325,0.000,0.943,-21.662,-21.662,0.000
39.327,5.319,26.325,0.000,0.946,-21.659,-21.659,0.000
39.460,5.338,26.325,0.000,0.950,-21.655,-21.655,0.000
39.593,5.356,26.326,0.000,0.953,-21.652,-21.652,0.000
39.727,5.375,26.326,0.000,0.956,-21.649,-21.649,0.000
39.860,5.391,26.326,0.000,0.960,-21.645,-21.645,0.000
39.993,5.402,26.326,0.000,0.963,-21.642,-21.642,0.000
40.127,5.413,26.325,0.000,0.966,-21.639,-21.639,0.000
40.260,5.436,26.325,0.000,0.970,-21.635,-21.635,0.000
40.393,5.461,26.326,0.000,0.973,-21.632,-21.632,0.000
40.526,5.484,26.325,0.000,0.976,-21.629,-21.629,0.000
40.660,5.503,26.325,0.000,0.980,-21.625,-21.625,0.000
40.793,5.521,26.326,0.000,0.983,-21.622,-21.622,0.000
40.926,5.539,26.326,0.000,0.986,-21.619,-21.619,0.000
41.060,5.557,26.326,0.000,0.989,-21.615,-21.615,0.000
41.193,5.575,26.326,0.000,0.993,-21.612,-21.612,0.000
41.326,5.594,26.326,0.000,0.996,-21.609,-21.609,0.000
41.460,5.612,26.326,0.000,0.999,-21.605,-21.605,0.000
41.593,5.631,26.326,0.000,1.003,-21.602,-21.602,0.000
41.726,5.649,26.326,0.000,1.006,-21.599,-21.599,0.000
41.860,5.669,26.325,0.000,1.010,-21.595,-21.595,0.000
41.993,5.687,26.325,0.000,1.013,-21.592,-21.592,0.000
42.126,5.705,26.325,0.000,1.016,-21.589,-21.589,0.000
42.260,5.724,26.325,0.000,1.020,-21.585,-21.585,0.000
42.393,5.742,26.326,0.000,1.023,-21.582,-21.582,0.000
42.526,5.759,26.326,0.000,1.026,-21.579,-21.579,0.000
42.659,5.777,26.325,0.000,1.030,-21.575,-21.575,0.000
42.793,5.795,26.325,0.000,1.033,-21.572,-21.572,0.000
42.926,5.812,26.325,0.000,1.036,-21.569,-21.569,0.000
43.059,5.829,26.325,0.000,1.040,-21.565,-21.565,0.000
43.193,5.846,26.326,0.000,1.043,-21.562,-21.562,0.000
43.326,5.864,26.325,0.000,1.046,-21.559,-21.559,0.000
43.459,5.881,26.326,0.000,1.050,-21.555,-21.555,0.000
43.593,5.898,26.325,0.000,1.053,-21.552,-21.552,0.000
43.726,5.914,26.325,0.000,1.056,-21.549,-21.549,0.000
43.859,5.931,26.326,0.000,1.060,-21.545,-21.545,0.000
43.993,5.947,26.325,0.000,1.063,-21.542,-21.542,0.000
44.126,5.965,26.325,0.000,1.066,-21.539,-21.539,0.000
44.259,5.980,26.325,0.000,1.069,-21.535,-21.535,0.000
44.393,5.996,26.326,0.000,1.073,-21.532,-21.532,0.000
44.526,6.012,26.326,0.000,1.076,-21.529,-21.529,0.000
44.659,6.029,26.326,0.000,1.079,-21.525,-21.525,0.000
44.792,6.045,26.326,0.000,1.083,-21.522,-21.522,0.000
44.926,6.060,26.326,0.000,1.086,-21.519,-21.519,0.000
45.059,6.078,26.326,0.000,1.089,-21.515,-21.515,0.000
45.192,6.094,26.326,0.000,1.093,-21.512,-21.512,0.000
45.326,6.111,26.326,0.000,1.096,-21.509,-21.509,0.000
45.459,6.127,26.326,0.000,1.100,-21.505,-21.505,0.000
45.592,6.143,26.326,0.000,1.103,-21.502,-21.502,0.000
45.726,6.158,26.326,0.000,1.106,-21.499,-21.499,0.000
45.859,6.174,26.325,0.000,1.110,-21.495,-21.495,0.000
45.992,6.191,26.326,0.000,1.113,-21.492,-21.492,0.000
46.126,6.206,26.325,0.000,1.116,-21.489,-21.489,0.000
46.259,6.221,26.326,0.000,1.120,-21.485,-21.485,0.000
46.392,6.237,26.326,0.000,1.123,-21.482,-21.482,0.000
46.526,6.252,26.326,0.000,1.126,-21.479,-21.479,0.000
46.659,6.267,26.325,0.000,1.130,-21.475,-21.475,0.000
46.792,6.282,26.325,0.000,1.133,-21.472,-21.472,0.000
46.925,6.296,26.325,0.000,1.136,-21.469,-21.469,0.000
47.059,6.313,26.325,0.000,1.140,-21.465,-21.465,0.000
47.192,6.327,26.325,0.000,1.143,-21.462,-21.462,0.000
47.325,6.342,26.326,0.000,1.146,-21.459,-21.459,0.000
47.459,6.357,26.326,0.000,1.149,-21.455,-21.455,0.000
47.592,6.371,26.326,0.000,1.153,-21.452,-21.452,0.000
47.725,6.385,26.326,0.000,1.156,-21.449,-21.449,0.000
47.859,6.400,26.325,0.000,1.159,-21.445,-21.445,0.000
47.992,6.414,26.326,0.000,1.163,-21.442,-21.442,0.000
48.125,6.428,26.325,0.000,1.166,-21.439,-21.439,0.000
48.259,6.441,26.325,0.000,1.169,-21.435,-21.435,0.000
